row_nr,person,title,date,content,url
125369,Donald J. Trump,"Tweets of June 3, 2016",2016-06-03,,https://www.presidency.ucsb.edu/documents/tweets-june-3-2016
125376,Donald J. Trump,"Tweets of June 2, 2016",2016-06-02,,https://www.presidency.ucsb.edu/documents/tweets-june-2-2016
125389,Donald J. Trump,"Tweets of June 1, 2016",2016-06-01,,https://www.presidency.ucsb.edu/documents/tweets-june-1-2016
125402,Donald J. Trump,"Tweets of May 31, 2016",2016-05-31,,https://www.presidency.ucsb.edu/documents/tweets-may-31-2016
125406,Donald J. Trump,"Tweets of May 30, 2016",2016-05-30,,https://www.presidency.ucsb.edu/documents/tweets-may-30-2016
125409,Donald J. Trump,Press Release - Donald J. Trump Veteran Fundraiser,2016-05-30,,https://www.presidency.ucsb.edu/documents/press-release-donald-j-trump-veteran-fundraiser
125411,Donald J. Trump,"Tweets of May 29, 2016",2016-05-29,,https://www.presidency.ucsb.edu/documents/tweets-may-29-2016
125415,Donald J. Trump,"Tweets of May 28, 2016",2016-05-28,,https://www.presidency.ucsb.edu/documents/tweets-may-28-2016
125434,Donald J. Trump,"Tweets of May 26, 2016",2016-05-26,,https://www.presidency.ucsb.edu/documents/tweets-may-26-2016
125453,Donald J. Trump,"Tweets of May 25, 2016",2016-05-25,,https://www.presidency.ucsb.edu/documents/tweets-may-25-2016
125460,Donald J. Trump,"Tweets of May 24, 2016",2016-05-24,,https://www.presidency.ucsb.edu/documents/tweets-may-24-2016
125471,Donald J. Trump,"Tweets of May 23, 2016",2016-05-23,,https://www.presidency.ucsb.edu/documents/tweets-may-23-2016
125480,Donald J. Trump,"Tweets of May 22, 2016",2016-05-22,,https://www.presidency.ucsb.edu/documents/tweets-may-22-2016
125484,Donald J. Trump,"Tweets of May 21, 2016",2016-05-21,,https://www.presidency.ucsb.edu/documents/tweets-may-21-2016
125495,Donald J. Trump,"Tweets of May 20, 2016",2016-05-20,,https://www.presidency.ucsb.edu/documents/tweets-may-20-2016
125517,Donald J. Trump,"Tweets of May 19, 2016",2016-05-19,,https://www.presidency.ucsb.edu/documents/tweets-may-19-2016
125525,Donald J. Trump,"Tweets of May 9, 2016",2016-05-09,,https://www.presidency.ucsb.edu/documents/tweets-may-9-2016
125533,Donald J. Trump,"Tweets of May 8, 2016",2016-05-08,,https://www.presidency.ucsb.edu/documents/tweets-may-8-2016
125536,Donald J. Trump,"Tweets of May 7, 2016",2016-05-07,,https://www.presidency.ucsb.edu/documents/tweets-may-7-2016
125542,Donald J. Trump,"Tweets of May 6, 2016",2016-05-06,,https://www.presidency.ucsb.edu/documents/tweets-may-6-2016
125559,Donald J. Trump,"Tweets of May 5, 2016",2016-05-05,,https://www.presidency.ucsb.edu/documents/tweets-may-5-2016
125573,Donald J. Trump,"Tweets of May 4, 2016",2016-05-04,,https://www.presidency.ucsb.edu/documents/tweets-may-4-2016
125576,Bernie Sanders,Press Release - Sanders on Indiana Primary Win,2016-05-04,,https://www.presidency.ucsb.edu/documents/press-release-sanders-indiana-primary-win
125578,Donald J. Trump,"Tweets of May 3, 2016",2016-05-03,,https://www.presidency.ucsb.edu/documents/tweets-may-3-2016
125593,Donald J. Trump,"Tweets of May 2, 2016",2016-05-02,,https://www.presidency.ucsb.edu/documents/tweets-may-2-2016
125598,Donald J. Trump,"Tweets of May 1, 2016",2016-05-01,,https://www.presidency.ucsb.edu/documents/tweets-may-1-2016
125610,Donald J. Trump,"Tweets of April 30, 2016",2016-04-30,,https://www.presidency.ucsb.edu/documents/tweets-april-30-2016
125626,Donald J. Trump,"Tweets of May 18, 2016",2016-05-18,,https://www.presidency.ucsb.edu/documents/tweets-may-18-2016
125638,Donald J. Trump,"Tweets of May 17, 2016",2016-05-17,,https://www.presidency.ucsb.edu/documents/tweets-may-17-2016
125657,Donald J. Trump,"Tweets of May 16, 2016",2016-05-16,,https://www.presidency.ucsb.edu/documents/tweets-may-16-2016
125663,Donald J. Trump,"Tweets of May 15, 2016",2016-05-15,,https://www.presidency.ucsb.edu/documents/tweets-may-15-2016
125666,Donald J. Trump,"Tweets of May 14, 2016",2016-05-14,,https://www.presidency.ucsb.edu/documents/tweets-may-14-2016
125680,Donald J. Trump,"Tweets of May 13, 2016",2016-05-13,,https://www.presidency.ucsb.edu/documents/tweets-may-13-2016
125693,Donald J. Trump,"Tweets of May 12, 2016",2016-05-12,,https://www.presidency.ucsb.edu/documents/tweets-may-12-2016
125708,Donald J. Trump,"Tweets of May 11, 2016",2016-05-11,,https://www.presidency.ucsb.edu/documents/tweets-may-11-2016
125727,Donald J. Trump,"Tweets of April 29, 2016",2016-04-29,,https://www.presidency.ucsb.edu/documents/tweets-april-29-2016
125751,Donald J. Trump,"Tweets of April 28, 2016",2016-04-28,,https://www.presidency.ucsb.edu/documents/tweets-april-28-2016
125766,Donald J. Trump,"Tweets of April 27, 2016",2016-04-27,,https://www.presidency.ucsb.edu/documents/tweets-april-27-2016
125771,Donald J. Trump,Remarks on Foreign Policy ,2016-04-27,,https://www.presidency.ucsb.edu/documents/remarks-foreign-policy
125782,Donald J. Trump,"Tweets of April 26, 2016",2016-04-26,,https://www.presidency.ucsb.edu/documents/tweets-april-26-2016
125803,Donald J. Trump,"Tweets of April 25, 2016",2016-04-25,,https://www.presidency.ucsb.edu/documents/tweets-april-25-2016
125808,Donald J. Trump,"Tweets of April 24, 2016",2016-04-24,,https://www.presidency.ucsb.edu/documents/tweets-april-24-2016
125822,Donald J. Trump,"Tweets of April 17, 2016",2016-04-17,,https://www.presidency.ucsb.edu/documents/tweets-april-17-2016
125836,Donald J. Trump,"Tweets of April 16, 2016",2016-04-16,,https://www.presidency.ucsb.edu/documents/tweets-april-16-2016
125847,Donald J. Trump,"Tweets of April 15, 2016",2016-04-15,,https://www.presidency.ucsb.edu/documents/tweets-april-15-2016
125871,Donald J. Trump,"Tweets of April 14, 2016",2016-04-14,,https://www.presidency.ucsb.edu/documents/tweets-april-14-2016
125893,Donald J. Trump,"Tweets of April 13, 2016",2016-04-13,,https://www.presidency.ucsb.edu/documents/tweets-april-13-2016
125905,Donald J. Trump,"Tweets of April 12, 2016",2016-04-12,,https://www.presidency.ucsb.edu/documents/tweets-april-12-2016
125921,Donald J. Trump,"Tweets of April 23, 2016",2016-04-23,,https://www.presidency.ucsb.edu/documents/tweets-april-23-2016
125936,Donald J. Trump,"Tweets of April 22, 2016",2016-04-22,,https://www.presidency.ucsb.edu/documents/tweets-april-22-2016
125959,Donald J. Trump,"Tweets of April 21, 2016",2016-04-21,,https://www.presidency.ucsb.edu/documents/tweets-april-21-2016
125978,Donald J. Trump,"Tweets of April 20, 2016",2016-04-20,,https://www.presidency.ucsb.edu/documents/tweets-april-20-2016
125992,Donald J. Trump,"Tweets of April 19, 2016",2016-04-19,,https://www.presidency.ucsb.edu/documents/tweets-april-19-2016
126010,Donald J. Trump,"Tweets of April 18, 2016",2016-04-18,,https://www.presidency.ucsb.edu/documents/tweets-april-18-2016
126022,Donald J. Trump,"Tweets of April 11, 2016",2016-04-11,,https://www.presidency.ucsb.edu/documents/tweets-april-11-2016
126035,Donald J. Trump,"Tweets of April 10, 2016",2016-04-10,,https://www.presidency.ucsb.edu/documents/tweets-april-10-2016
126040,Donald J. Trump,"Tweets of April 9, 2016",2016-04-09,,https://www.presidency.ucsb.edu/documents/tweets-april-9-2016
126061,Donald J. Trump,"Tweets of April 8, 2016",2016-04-08,,https://www.presidency.ucsb.edu/documents/tweets-april-8-2016
126073,Donald J. Trump,"Tweets of April 7, 2016",2016-04-07,,https://www.presidency.ucsb.edu/documents/tweets-april-7-2016
126095,Donald J. Trump,"Tweets of April 6, 2016",2016-04-06,,https://www.presidency.ucsb.edu/documents/tweets-april-6-2016
126108,Donald J. Trump,"Tweets of April 5, 2016",2016-04-05,,https://www.presidency.ucsb.edu/documents/tweets-april-5-2016
126119,John Kasich,Press Release - Long Island Press: John Kasich Draws Thousands to Huntington,2016-04-05,,https://www.presidency.ucsb.edu/documents/press-release-long-island-press-john-kasich-draws-thousands-huntington
126128,Donald J. Trump,"Tweets of April 4, 2016",2016-04-04,,https://www.presidency.ucsb.edu/documents/tweets-april-4-2016
126142,John Kasich,"Press Release - GOVERNOR THOMPSON, GOVERNOR MCCALLUM AND CONGRESSMAN KLUG SAY ""ONLY JOHN KASICH HAS WHAT IT TAKES.""",2016-04-04,,https://www.presidency.ucsb.edu/documents/press-release-governor-thompson-governor-mccallum-and-congressman-klug-say-only-john
126146,Donald J. Trump,"Tweets of April 3, 2016",2016-04-03,,https://www.presidency.ucsb.edu/documents/tweets-april-3-2016
126151,Donald J. Trump,"Tweets of April 2, 2016",2016-04-02,,https://www.presidency.ucsb.edu/documents/tweets-april-2-2016
126188,Donald J. Trump,"Tweets of April 1, 2016",2016-04-01,,https://www.presidency.ucsb.edu/documents/tweets-april-1-2016
126224,Donald J. Trump,"Tweets of March 31, 2016",2016-03-31,,https://www.presidency.ucsb.edu/documents/tweets-march-31-2016
126248,Donald J. Trump,"Tweets of March 30, 2016",2016-03-30,,https://www.presidency.ucsb.edu/documents/tweets-march-30-2016
126256,Donald J. Trump,Press Release - Donald J. Trump's U.S. Federal Income Tax Returns,2016-03-30,,https://www.presidency.ucsb.edu/documents/press-release-donald-j-trumps-us-federal-income-tax-returns
126273,Donald J. Trump,"Tweets of March 29, 2016",2016-03-29,,https://www.presidency.ucsb.edu/documents/tweets-march-29-2016
126295,Donald J. Trump,"Tweets of March 28, 2016",2016-03-28,,https://www.presidency.ucsb.edu/documents/tweets-march-28-2016
126309,Donald J. Trump,"Tweets of March 26, 2016",2016-03-26,,https://www.presidency.ucsb.edu/documents/tweets-march-26-2016
126313,Donald J. Trump,"Tweets of March 27, 2016",2016-03-27,,https://www.presidency.ucsb.edu/documents/tweets-march-27-2016
126323,Donald J. Trump,"Tweets of March 25, 2016",2016-03-25,,https://www.presidency.ucsb.edu/documents/tweets-march-25-2016
126338,Donald J. Trump,"Tweets of March 24, 2016",2016-03-24,,https://www.presidency.ucsb.edu/documents/tweets-march-24-2016
126354,Donald J. Trump,"Tweets of March 23, 2016",2016-03-23,,https://www.presidency.ucsb.edu/documents/tweets-march-23-2016
126371,Donald J. Trump,"Tweets of March 22, 2016",2016-03-22,,https://www.presidency.ucsb.edu/documents/tweets-march-22-2016
126387,Donald J. Trump,"Tweets of March 21, 2016",2016-03-21,,https://www.presidency.ucsb.edu/documents/tweets-march-21-2016
126413,Donald J. Trump,"Tweets of March 11, 2016",2016-03-11,,https://www.presidency.ucsb.edu/documents/tweets-march-11-2016
126449,Donald J. Trump,"Tweets of March 10, 2016",2016-03-10,,https://www.presidency.ucsb.edu/documents/tweets-march-10-2016
126489,Donald J. Trump,"Tweets of March 9, 2016",2016-03-09,,https://www.presidency.ucsb.edu/documents/tweets-march-9-2016
126496,Marco Rubio,Press Release - The 6 Places to Go in Florida to Watch Marco Rubio Debate,2016-03-09,,https://www.presidency.ucsb.edu/documents/press-release-the-6-places-go-florida-watch-marco-rubio-debate
126497,John Kasich,Press Release - New NBC/WSJ Poll Shows Kasich Making Huge National Gains,2016-03-09,,https://www.presidency.ucsb.edu/documents/press-release-new-nbcwsj-poll-shows-kasich-making-huge-national-gains
126512,Donald J. Trump,"Tweets of March 20, 2016",2016-03-20,,https://www.presidency.ucsb.edu/documents/tweets-march-20-2016
126516,Donald J. Trump,"Tweets of March 19, 2016",2016-03-19,,https://www.presidency.ucsb.edu/documents/tweets-march-19-2016
126533,Donald J. Trump,"Tweets of March 18, 2016",2016-03-18,,https://www.presidency.ucsb.edu/documents/tweets-march-18-2016
126559,Donald J. Trump,"Tweets of March 17, 2016",2016-03-17,,https://www.presidency.ucsb.edu/documents/tweets-march-17-2016
126581,Donald J. Trump,"Tweets of March 16, 2016",2016-03-16,,https://www.presidency.ucsb.edu/documents/tweets-march-16-2016
126610,Donald J. Trump,"Tweets of March 8, 2016",2016-03-08,,https://www.presidency.ucsb.edu/documents/tweets-march-8-2016
126637,Donald J. Trump,"Tweets of March 7, 2016",2016-03-07,,https://www.presidency.ucsb.edu/documents/tweets-march-7-2016
126663,Donald J. Trump,"Tweets of March 6, 2016",2016-03-06,,https://www.presidency.ucsb.edu/documents/tweets-march-6-2016
126691,Donald J. Trump,"Tweets of March 5, 2016",2016-03-05,,https://www.presidency.ucsb.edu/documents/tweets-march-5-2016
126696,Marco Rubio,Press Release - Marco Rubio's CPAC Speech Has People Talking,2016-03-05,,https://www.presidency.ucsb.edu/documents/press-release-marco-rubios-cpac-speech-has-people-talking
126707,Donald J. Trump,"Tweets of March 15, 2016",2016-03-15,,https://www.presidency.ucsb.edu/documents/tweets-march-15-2016
126734,Donald J. Trump,"Tweets of March 14, 2016",2016-03-14,,https://www.presidency.ucsb.edu/documents/tweets-march-14-2016
126765,Donald J. Trump,"Tweets of March 13, 2016",2016-03-13,,https://www.presidency.ucsb.edu/documents/tweets-march-13-2016
126775,John Kasich,Press Release - First Lady Karen Kasich on Showtime's THE CIRCUS,2016-03-13,,https://www.presidency.ucsb.edu/documents/press-release-first-lady-karen-kasich-showtimes-the-circus
126783,Donald J. Trump,"Tweets of March 12, 2016",2016-03-12,,https://www.presidency.ucsb.edu/documents/tweets-march-12-2016
126790,John Kasich,"Press Release - INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 18 STATEMENT ON GOV. JOHN KASICH'S JOB CREATION RECORD",2016-03-12,,https://www.presidency.ucsb.edu/documents/press-release-international-union-operating-engineers-local-18-statement-gov-john-kasichs
126793,John Kasich,Press Release - OHIO'S AFFILIATED CONSTRUCTION TRADES STATEMENT ON GOV. JOHN KASICH'S JOB CREATION RECORD,2016-03-12,,https://www.presidency.ucsb.edu/documents/press-release-ohios-affiliated-construction-trades-statement-gov-john-kasichs-job-creation
126831,Donald J. Trump,"Tweets of February 29, 2016",2016-02-29,,https://www.presidency.ucsb.edu/documents/tweets-february-29-2016
126852,Marco Rubio,Press Release - Rubio Calls Out Donald Trump's Cowardly KKK Excuse,2016-02-29,,https://www.presidency.ucsb.edu/documents/press-release-rubio-calls-out-donald-trumps-cowardly-kkk-excuse
126865,Donald J. Trump,"Tweets of February 28, 2016",2016-02-28,,https://www.presidency.ucsb.edu/documents/tweets-february-28-2016
126886,Donald J. Trump,"Tweets of February 27, 2016",2016-02-27,,https://www.presidency.ucsb.edu/documents/tweets-february-27-2016
126906,Donald J. Trump,"Tweets of February 26, 2016",2016-02-26,,https://www.presidency.ucsb.edu/documents/tweets-february-26-2016
126953,Donald J. Trump,"Tweets of February 25, 2016",2016-02-25,,https://www.presidency.ucsb.edu/documents/tweets-february-25-2016
126972,Marco Rubio,Press Release - LISTEN: What Marco's Saying Before Super Tuesday,2016-02-25,,https://www.presidency.ucsb.edu/documents/press-release-listen-what-marcos-saying-before-super-tuesday
126975,John Kasich,Press Release - Former U.S. Rep. Steve LaTourette Endorses John Kasich for President,2016-02-25,,https://www.presidency.ucsb.edu/documents/press-release-former-us-rep-steve-latourette-endorses-john-kasich-for-president
126993,Donald J. Trump,"Tweets of February 24, 2016",2016-02-24,,https://www.presidency.ucsb.edu/documents/tweets-february-24-2016
127006,Donald J. Trump,"Tweets of March 4, 2016",2016-03-04,,https://www.presidency.ucsb.edu/documents/tweets-march-4-2016
127029,Marco Rubio,Press Release - LISTEN: Marco Exposes Donald Trump in Detroit,2016-03-04,,https://www.presidency.ucsb.edu/documents/press-release-listen-marco-exposes-donald-trump-detroit
127031,John Kasich,Press Release - What They Are Saying About Kasich's Detroit Debate Performance,2016-03-04,,https://www.presidency.ucsb.edu/documents/press-release-what-they-are-saying-about-kasichs-detroit-debate-performance
127032,John Kasich,Press Release - Watch: Governor John Kasich's Remarks at CPAC,2016-03-04,,https://www.presidency.ucsb.edu/documents/press-release-watch-governor-john-kasichs-remarks-cpac
127041,Donald J. Trump,"Tweets of March 3, 2016",2016-03-03,,https://www.presidency.ucsb.edu/documents/tweets-march-3-2016
127058,Marco Rubio,Press Release - LISTEN: The Underdog Who Can Win,2016-03-03,,https://www.presidency.ucsb.edu/documents/press-release-listen-the-underdog-who-can-win
127074,Donald J. Trump,"Tweets of March 2, 2016",2016-03-02,,https://www.presidency.ucsb.edu/documents/tweets-march-2-2016
127099,Donald J. Trump,"Tweets of March 1, 2016",2016-03-01,,https://www.presidency.ucsb.edu/documents/tweets-march-1-2016
127104,Donald J. Trump,"Tweets of August 18, 2016",2016-08-18,,https://www.presidency.ucsb.edu/documents/tweets-august-18-2016
127136,Donald J. Trump,"Tweets of December 8, 2016",2016-12-08,,https://www.presidency.ucsb.edu/documents/tweets-december-8-2016
127153,Donald J. Trump,"Tweets of December 7, 2016",2016-12-07,,https://www.presidency.ucsb.edu/documents/tweets-december-7-2016
127170,Donald J. Trump,"Tweets of December 6, 2016",2016-12-06,,https://www.presidency.ucsb.edu/documents/tweets-december-6-2016
127176,Donald J. Trump,"Tweets of December 5, 2016",2016-12-05,,https://www.presidency.ucsb.edu/documents/tweets-december-5-2016
127184,Donald J. Trump,"Tweets of December 4, 2016",2016-12-04,,https://www.presidency.ucsb.edu/documents/tweets-december-4-2016
127187,Donald J. Trump,"Tweets of December 3, 2016",2016-12-03,,https://www.presidency.ucsb.edu/documents/tweets-december-3-2016
127200,Donald J. Trump,"Tweets of December 2, 2016",2016-12-02,,https://www.presidency.ucsb.edu/documents/tweets-december-2-2016
127210,Donald J. Trump,"Tweets of December 1, 2016",2016-12-01,,https://www.presidency.ucsb.edu/documents/tweets-december-1-2016
127219,Donald J. Trump,"Tweets of November 30, 2016",2016-11-30,,https://www.presidency.ucsb.edu/documents/tweets-november-30-2016
127232,Donald J. Trump,"Tweets of November 29, 2016",2016-11-29,,https://www.presidency.ucsb.edu/documents/tweets-november-29-2016
127242,Donald J. Trump,"Tweets of November 27, 2016",2016-11-27,,https://www.presidency.ucsb.edu/documents/tweets-november-27-2016
127243,Donald J. Trump,"Tweets of November 26, 2016",2016-11-26,,https://www.presidency.ucsb.edu/documents/tweets-november-26-2016
127245,Donald J. Trump,"Tweets of November 28, 2016",2016-11-28,,https://www.presidency.ucsb.edu/documents/tweets-november-28-2016
127249,Donald J. Trump,"Tweets of November 25, 2016",2016-11-25,,https://www.presidency.ucsb.edu/documents/tweets-november-25-2016
127254,Donald J. Trump,"Tweets of November 24, 2016",2016-11-24,,https://www.presidency.ucsb.edu/documents/tweets-november-24-2016
127262,Donald J. Trump,"Tweets of November 23, 2016",2016-11-23,,https://www.presidency.ucsb.edu/documents/tweets-november-23-2016
127268,Donald J. Trump,"Tweets of November 22, 2016",2016-11-22,,https://www.presidency.ucsb.edu/documents/tweets-november-22-2016
127272,Donald J. Trump,"Tweets of November 21, 2016",2016-11-21,,https://www.presidency.ucsb.edu/documents/tweets-november-21-2016
127282,Donald J. Trump,"Tweets of November 20, 2016",2016-11-20,,https://www.presidency.ucsb.edu/documents/tweets-november-20-2016
127289,Donald J. Trump,"Tweets of November 19, 2016",2016-11-19,,https://www.presidency.ucsb.edu/documents/tweets-november-19-2016
127304,Donald J. Trump,"Tweets of November 18, 2016",2016-11-18,,https://www.presidency.ucsb.edu/documents/tweets-november-18-2016
127311,Donald J. Trump,"Tweets of November 17, 2016",2016-11-17,,https://www.presidency.ucsb.edu/documents/tweets-november-17-2016
127321,Donald J. Trump,"Tweets of November 3, 2016",2016-11-03,,https://www.presidency.ucsb.edu/documents/tweets-november-3-2016
127327,Donald J. Trump,"Tweets of November 2, 2016",2016-11-02,,https://www.presidency.ucsb.edu/documents/tweets-november-2-2016
127343,Donald J. Trump,"Tweets of November 1, 2016",2016-11-01,,https://www.presidency.ucsb.edu/documents/tweets-november-1-2016
127358,Donald J. Trump,"Tweets of October 31, 2016",2016-10-31,,https://www.presidency.ucsb.edu/documents/tweets-october-31-2016
127359,Donald J. Trump,"Tweets of October 30, 2016",2016-10-30,,https://www.presidency.ucsb.edu/documents/tweets-october-30-2016
127368,Donald J. Trump,"Tweets of October 29, 2016",2016-10-29,,https://www.presidency.ucsb.edu/documents/tweets-october-29-2016
127383,Donald J. Trump,"Tweets of October 28, 2016",2016-10-28,,https://www.presidency.ucsb.edu/documents/tweets-october-28-2016
127394,Donald J. Trump,"Tweets of October 27, 2016",2016-10-27,,https://www.presidency.ucsb.edu/documents/tweets-october-27-2016
127401,Donald J. Trump,"Tweets of October 26, 2016",2016-10-26,,https://www.presidency.ucsb.edu/documents/tweets-october-26-2016
127410,Donald J. Trump,"Tweets of October 25, 2016",2016-10-25,,https://www.presidency.ucsb.edu/documents/tweets-october-25-2016
127421,Donald J. Trump,"Tweets of November 16, 2016",2016-11-16,,https://www.presidency.ucsb.edu/documents/tweets-november-16-2016
127429,Donald J. Trump,"Tweets of November 15, 2016",2016-11-15,,https://www.presidency.ucsb.edu/documents/tweets-november-15-2016
127439,Donald J. Trump,"Tweets of November 14, 2016",2016-11-14,,https://www.presidency.ucsb.edu/documents/tweets-november-14-2016
127445,Donald J. Trump,"Tweets of November 13, 2016",2016-11-13,,https://www.presidency.ucsb.edu/documents/tweets-november-13-2016
127452,Donald J. Trump,"Tweets of November 12, 2016",2016-11-12,,https://www.presidency.ucsb.edu/documents/tweets-november-12-2016
127454,Donald J. Trump,"Tweets of November 11, 2016",2016-11-11,,https://www.presidency.ucsb.edu/documents/tweets-november-11-2016
127468,Donald J. Trump,"Tweets of November 10, 2016",2016-11-10,,https://www.presidency.ucsb.edu/documents/tweets-november-10-2016
127479,Donald J. Trump,"Tweets of November 9, 2016",2016-11-09,,https://www.presidency.ucsb.edu/documents/tweets-november-9-2016
127482,Donald J. Trump,"Tweets of November 8, 2016",2016-11-08,,https://www.presidency.ucsb.edu/documents/tweets-november-8-2016
127489,Donald J. Trump,"Tweets of November 7, 2016",2016-11-07,,https://www.presidency.ucsb.edu/documents/tweets-november-7-2016
127498,Donald J. Trump,"Tweets of November 6, 2016",2016-11-06,,https://www.presidency.ucsb.edu/documents/tweets-november-6-2016
127500,Donald J. Trump,"Tweets of November 5, 2016",2016-11-05,,https://www.presidency.ucsb.edu/documents/tweets-november-5-2016
127507,Donald J. Trump,"Tweets of November 4, 2016",2016-11-04,,https://www.presidency.ucsb.edu/documents/tweets-november-4-2016
127512,Donald J. Trump,"Tweets of October 13, 2016",2016-10-13,,https://www.presidency.ucsb.edu/documents/tweets-october-13-2016
127523,Donald J. Trump,"Tweets of October 12, 2016",2016-10-12,,https://www.presidency.ucsb.edu/documents/tweets-october-12-2016
127540,Donald J. Trump,"Tweets of October 11, 2016",2016-10-11,,https://www.presidency.ucsb.edu/documents/tweets-october-11-2016
127545,Donald J. Trump,"Tweets of October 10, 2016",2016-10-10,,https://www.presidency.ucsb.edu/documents/tweets-october-10-2016
127554,Donald J. Trump,"Tweets of October 9, 2016",2016-10-09,,https://www.presidency.ucsb.edu/documents/tweets-october-9-2016
127558,Donald J. Trump,"Tweets of October 8, 2016",2016-10-08,,https://www.presidency.ucsb.edu/documents/tweets-october-8-2016
127572,Donald J. Trump,"Tweets of October 7, 2016",2016-10-07,,https://www.presidency.ucsb.edu/documents/tweets-october-7-2016
127596,Donald J. Trump,"Tweets of October 6, 2016",2016-10-06,,https://www.presidency.ucsb.edu/documents/tweets-october-6-2016
127607,Donald J. Trump,"Tweets of October 5, 2016",2016-10-05,,https://www.presidency.ucsb.edu/documents/tweets-october-5-2016
127612,Donald J. Trump,"Tweets of October 24, 2016",2016-10-24,,https://www.presidency.ucsb.edu/documents/tweets-october-24-2016
127619,Donald J. Trump,"Tweets of October 23, 2016",2016-10-23,,https://www.presidency.ucsb.edu/documents/tweets-october-23-2016
127621,Donald J. Trump,"Tweets of October 22, 2016",2016-10-22,,https://www.presidency.ucsb.edu/documents/tweets-october-22-2016
127638,Donald J. Trump,"Tweets of October 21, 2016",2016-10-21,,https://www.presidency.ucsb.edu/documents/tweets-october-21-2016
127649,Donald J. Trump,"Tweets of October 20, 2016",2016-10-20,,https://www.presidency.ucsb.edu/documents/tweets-october-20-2016
127656,Donald J. Trump,"Tweets of October 19, 2016",2016-10-19,,https://www.presidency.ucsb.edu/documents/tweets-october-19-2016
127671,Donald J. Trump,"Tweets of October 18, 2016",2016-10-18,,https://www.presidency.ucsb.edu/documents/tweets-october-18-2016
127678,Donald J. Trump,"Tweets of October 17, 2016",2016-10-17,,https://www.presidency.ucsb.edu/documents/tweets-october-17-2016
127680,Donald J. Trump,"Tweets of October 16, 2016",2016-10-16,,https://www.presidency.ucsb.edu/documents/tweets-october-16-2016
127683,Donald J. Trump,"Tweets of October 15, 2016",2016-10-15,,https://www.presidency.ucsb.edu/documents/tweets-october-15-2016
127699,Donald J. Trump,"Tweets of October 14, 2016",2016-10-14,,https://www.presidency.ucsb.edu/documents/tweets-october-14-2016
127712,Donald J. Trump,"Tweets of October 4, 2016",2016-10-04,,https://www.presidency.ucsb.edu/documents/tweets-october-4-2016
127720,Donald J. Trump,"Tweets of October 3, 2016",2016-10-03,,https://www.presidency.ucsb.edu/documents/tweets-october-3-2016
127727,Donald J. Trump,"Tweets of October 2, 2016",2016-10-02,,https://www.presidency.ucsb.edu/documents/tweets-october-2-2016
127729,Donald J. Trump,"Tweets of October 1, 2016",2016-10-01,,https://www.presidency.ucsb.edu/documents/tweets-october-1-2016
127744,Donald J. Trump,"Tweets of September 30, 2016",2016-09-30,,https://www.presidency.ucsb.edu/documents/tweets-september-30-2016
127769,Donald J. Trump,"Tweets of September 29, 2016",2016-09-29,,https://www.presidency.ucsb.edu/documents/tweets-september-29-2016
127791,Donald J. Trump,"Tweets of September 28, 2016",2016-09-28,,https://www.presidency.ucsb.edu/documents/tweets-september-28-2016
127805,Donald J. Trump,"Tweets of September 27, 2016",2016-09-27,,https://www.presidency.ucsb.edu/documents/tweets-september-27-2016
127821,Donald J. Trump,"Tweets of September 26, 2016",2016-09-26,,https://www.presidency.ucsb.edu/documents/tweets-september-26-2016
127824,Donald J. Trump,"Tweets of September 25, 2016",2016-09-25,,https://www.presidency.ucsb.edu/documents/tweets-september-25-2016
127826,Donald J. Trump,"Tweets of September 24, 2016",2016-09-24,,https://www.presidency.ucsb.edu/documents/tweets-september-24-2016
127834,Donald J. Trump,"Tweets of September 23, 2016",2016-09-23,,https://www.presidency.ucsb.edu/documents/tweets-september-23-2016
127845,Donald J. Trump,"Tweets of September 22, 2016",2016-09-22,,https://www.presidency.ucsb.edu/documents/tweets-september-22-2016
127864,Donald J. Trump,"Tweets of September 21, 2016",2016-09-21,,https://www.presidency.ucsb.edu/documents/tweets-september-21-2016
127886,Donald J. Trump,"Tweets of September 20, 2016",2016-09-20,,https://www.presidency.ucsb.edu/documents/tweets-september-20-2016
127896,Donald J. Trump,"Tweets of September 19, 2016",2016-09-19,,https://www.presidency.ucsb.edu/documents/tweets-september-19-2016
127900,Donald J. Trump,"Tweets of September 18, 2016",2016-09-18,,https://www.presidency.ucsb.edu/documents/tweets-september-18-2016
127904,Donald J. Trump,"Tweets of September 17, 2016",2016-09-17,,https://www.presidency.ucsb.edu/documents/tweets-september-17-2016
127926,Donald J. Trump,"Tweets of September 16, 2016",2016-09-16,,https://www.presidency.ucsb.edu/documents/tweets-september-16-2016
127937,Donald J. Trump,"Tweets of September 15, 2016",2016-09-15,,https://www.presidency.ucsb.edu/documents/tweets-september-15-2016
127951,Donald J. Trump,"Tweets of September 14, 2016",2016-09-14,,https://www.presidency.ucsb.edu/documents/tweets-september-14-2016
127975,Donald J. Trump,"Tweets of September 13, 2016",2016-09-13,,https://www.presidency.ucsb.edu/documents/tweets-september-13-2016
127989,Donald J. Trump,"Tweets of September 12, 2016",2016-09-12,,https://www.presidency.ucsb.edu/documents/tweets-september-12-2016
127995,Donald J. Trump,"Tweets of September 11, 2016",2016-09-11,,https://www.presidency.ucsb.edu/documents/tweets-september-11-2016
